time (s)	input (Kbps)	output (Kbps)
0		59		190
1		64		225
2		59		212
3		59		221
4		60		228
5		62		188
6		60		206
7		59		195
8		63		222
9		58		211
10		61		211
11		59		189
12		122		536
13		64		248
14		59		256
15		64		254
16		58		255
17		64		272
18		64		257
19		59		206
20		64		270
21		59		243
22		61		229
23		64		263
24		63		250
25		58		243
26		64		269
27		59		261
28		62		185
29		59		241
30		60		247
31		121		440
32		56		252
33		64		255
34		63		253
35		61		242
36		64		229
37		58		231
38		61		227
39		61		207
40		61		224
41		62		252
42		64		219
43		59		234
44		63		227
45		61		222
46		60		228
47		61		222
48		60		204
49		63		256
50		60		249
51		150		509
52		61		240
53		58		213
54		61		273
55		63		252
56		59		209
57		60		243
58		27627		202
59		98630		179
60		98641		260
61		98641		263
62		98643		149
63		98625		187
64		98644		322
65		98629		181
66		98636		211
67		98636		11
68		98627		411
69		98641		180
70		98641		9
71		197267		664
72		98644		164
73		98646		181
74		98633		251
75		98631		226
76		98643		212
77		98629		272
78		98631		128
79		98648		214
80		98626		166
81		98645		213
82		98644		13
83		98627		294
84		98638		207
85		98637		243
86		98641		124
87		98626		259
88		98639		131
89		98636		9
90		98638		448
91		98638		249
92		98634		154
93		197276		355
94		98627		278
95		98633		262
96		98642		142
97		98637		208
98		98629		23
99		98642		324
100		98630		4
101		98630		413
102		98639		233
103		98628		8
104		98645		372
105		98627		195
106		98649		110
107		98626		147
108		98640		325
109		98642		186
110		98633		191
111		98639		139
112		98631		211
113		98648		229
114		197275		425
115		98632		14
116		98638		464
117		98637		132
118		98639		310
119		98638		225
120		98632		223
121		98638		155
122		98638		86
123		98640		280
124		98630		214
125		98648		239
126		98633		218
127		98643		248
128		98634		161
129		98643		209
130		98642		194
131		98631		78
132		98643		231
133		197279		388
134		98637		79
135		98630		347
136		98639		188
137		98631		280
138		98637		218
139		98635		267
140		98639		206
141		98639		180
142		98632		218
143		98637		231
144		98637		61
145		98632		37
146		98631		481
147		98639		120
148		98640		7
149		98629		542
150		98714		207
151		98563		44
152		98631		11
153		98636		20
154		98639		367
155		98630		472
156		197270		486
157		98652		204
158		98629		341
159		98646		96
160		98637		142
161		98638		381
162		98636		263
163		98635		213
164		98643		98
165		98636		333
166		98639		293
167		98639		72
168		98648		219
169		98636		17
170		98625		353
171		98638		197
172		98630		212
173		74036		617
174		118		448
175		60		258
176		59		247
177		60		254
178		63		295
179		61		247
180		56		272
181		63		285
182		58		242
183		60		251
184		64		294
185		95		271
186		67		266
187		63		296
188		60		247
189		60		282
190		63		305
191		60		256
192		121		516
193		58		234
194		61		233
195		59		274
196		63		229
197		60		268
198		60		211
199		61		275
200		60		278
201		63		268
202		60		189
203		61		272
204		58		270
205		63		248
206		63		252
207		58		250
208		63		294
209		59		252
210		64		288
211		121		509
212		61		304
213		62		265
214		59		260
215		62		278
216		59		229
217		60		262
218		61		270
219		56		205
220		64		259
221		61		299
222		62		224
223		58		268
224		65		294
225		61		244
226		61		284
227		64		289
228		59		249
229		63		266
230		117		478
231		63		239
232		62		265
233		56		228
234		59		249
235		64		255
236		59		164
237		61		203
