time (s)	input (Kbps)	output (Kbps)
0		1		4
1		1		3
2		1		4
3		1		3
4		1		3
5		0		4
6		1		5
7		4		18
8		19		129
9		19		150
10		20		146
11		19		118
12		26		158
13		18		188
14		20		147
15		17		105
16		26		158
17		24		155
18		22		177
19		20		148
20		18		139
21		18		275
22		52		158
23		25		153
24		78		160
25		76		263
26		66		27
27		64		107
28		67		151
29		86		158
30		77		169
31		73		157
32		85		156
33		74		157
34		67		118
35		84		157
36		75		157
37		69		148
38		67		145
39		158		307
40		69		290
41		64		20
42		69		124
43		74		156
44		86		157
45		75		166
46		73		157
47		79		116
48		70		152
49		67		149
50		78		148
51		68		151
52		69		239
53		64		21
54		52		17
55		97		6
56		60		3
57		49		5
58		51		14
59		60		3
60		49		5
61		49		3
62		62		4
63		48		6
64		52		8
65		60		3
66		48		4
67		49		4
68		60		4
69		49		3
70		48		2
71		60		4
72		69		125
73		74		159
74		86		158
75		74		158
76		73		158
77		73		164
78		160		315
79		74		155
80		83		144
81		28		135
82		26		159
83		29		170
84		26		156
85		25		157
86		25		158
87		26		157
88		26		157
89		24		156
90		27		155
91		17		102
92		24		143
93		26		154
94		21		375
95		22		305
96		43		126
97		26		153
98		25		156
99		25		156
100		25		155
101		22		176
102		18		135
103		22		160
104		27		155
105		15		132
106		19		149
107		19		146
108		22		146
109		26		149
110		26		153
111		25		151
112		52		303
113		21		217
114		21		125
115		12		70
116		22		123
117		26		157
118		26		155
119		28		169
120		25		156
121		25		158
122		26		157
123		28		163
124		22		218
125		9		52
126		1		3
127		1		4
128		1		3
129		1		5
130		3		7
131		1		7
132		2		6
133		1		4
134		0		5
135		1		5
136		2		3
137		1		4
138		1		3
139		1		4
140		0		3
141		1		3
142		1		3
143		1		5
144		0		4
145		1		4
146		1		3
147		2		3
148		1		4
149		1		5
150		1		3
151		1		3
152		0		3
153		1		4
154		1		3
155		2		6
156		1		4
157		2		4
158		1		5
159		1		4
